token,경주빈도,전주빈도,빈도합,경주비율,전주비율
관측,5,0,5,100.0,0.0
이때,0,5,5,0.0,100.0
보름달,5,0,5,100.0,0.0
대능원,5,0,5,100.0,0.0
우리나라,0,5,5,0.0,100.0
우산,0,5,5,0.0,100.0
웅전,0,5,5,0.0,100.0
월당,0,5,5,0.0,100.0
담장,5,0,5,100.0,0.0
위로,0,5,5,0.0,100.0
위쪽,0,5,5,0.0,100.0
다보탑,5,0,5,100.0,0.0
다리,5,0,5,100.0,0.0
능원,5,0,5,100.0,0.0
눈발,5,0,5,100.0,0.0
육전,0,5,5,0.0,100.0
은퇴,0,5,5,0.0,100.0
눈높이,5,0,5,100.0,0.0
이곳저곳,0,5,5,0.0,100.0
임진왜란,0,5,5,0.0,100.0
입소문,0,5,5,0.0,100.0
김유신,5,0,5,100.0,0.0
김연우,5,0,5,100.0,0.0
조명,0,5,5,0.0,100.0
조미료,0,5,5,0.0,100.0
국도,5,0,5,100.0,0.0
구름,5,0,5,100.0,0.0
구독,5,0,5,100.0,0.0
교통,5,0,5,100.0,0.0
조합,0,5,5,0.0,100.0
주편,0,5,5,0.0,100.0
중국,0,5,5,0.0,100.0
중식,0,5,5,0.0,100.0
중화요리,0,5,5,0.0,100.0
지관,0,5,5,0.0,100.0
지구,0,5,5,0.0,100.0
지구촌,0,5,5,0.0,100.0
지독,0,5,5,0.0,100.0
지란지교,0,5,5,0.0,100.0
지명,0,5,5,0.0,100.0
국수,5,0,5,100.0,0.0
국수집,5,0,5,100.0,0.0
제작,0,5,5,0.0,100.0
전망대,0,5,5,0.0,100.0
자투리,0,5,5,0.0,100.0
장점,0,5,5,0.0,100.0
재현,0,5,5,0.0,100.0
기획,5,0,5,100.0,0.0
기타,5,0,5,100.0,0.0
전라,0,5,5,0.0,100.0
기억,5,0,5,100.0,0.0
기분,5,0,5,100.0,0.0
궁전,5,0,5,100.0,0.0
기본,5,0,5,100.0,0.0
기념관,5,0,5,100.0,0.0
그늘,5,0,5,100.0,0.0
전통주,0,5,5,0.0,100.0
절친,0,5,5,0.0,100.0
젊음,0,5,5,0.0,100.0
정상,0,5,5,0.0,100.0
병원,5,0,5,100.0,0.0
복판,0,5,5,0.0,100.0
명색,0,5,5,0.0,100.0
황청,5,0,5,100.0,0.0
언양,5,0,5,100.0,0.0
양념,5,0,5,100.0,0.0
황남동,5,0,5,100.0,0.0
야생,5,0,5,100.0,0.0
애벌레,5,0,5,100.0,0.0
황룡사,5,0,5,100.0,0.0
안종,5,0,5,100.0,0.0
안녕,5,0,5,100.0,0.0
에이치,5,0,5,100.0,0.0
회사,5,0,5,100.0,0.0
아시나,5,0,5,100.0,0.0
아쉬움,5,0,5,100.0,0.0
훌리아,5,0,5,100.0,0.0
아기,5,0,5,100.0,0.0
실천,5,0,5,100.0,0.0
실시간,5,0,5,100.0,0.0
활산,5,0,5,100.0,0.0
엑스포,5,0,5,100.0,0.0
가세,0,5,5,0.0,100.0
열중,5,0,5,100.0,0.0
핑크,5,0,5,100.0,0.0
예보,5,0,5,100.0,0.0
학생,5,0,5,100.0,0.0
학자,5,0,5,100.0,0.0
영업시간,5,0,5,100.0,0.0
염불,5,0,5,100.0,0.0
한우구,5,0,5,100.0,0.0
열매,5,0,5,100.0,0.0
호랑이,5,0,5,100.0,0.0
해변,5,0,5,100.0,0.0
연중무휴,5,0,5,100.0,0.0
해장국,5,0,5,100.0,0.0
연주,5,0,5,100.0,0.0
연수원,5,0,5,100.0,0.0
여주,5,0,5,100.0,0.0
호두,5,0,5,100.0,0.0
가마솥,0,5,5,0.0,100.0
가슴,0,5,5,0.0,100.0
오랫만,5,0,5,100.0,0.0
계속,0,5,5,0.0,100.0
시계,5,0,5,100.0,0.0
시가지,5,0,5,100.0,0.0
스토리,5,0,5,100.0,0.0
스콘,5,0,5,100.0,0.0
경로,0,5,5,0.0,100.0
경연,0,5,5,0.0,100.0
계단,0,5,5,0.0,100.0
고개,0,5,5,0.0,100.0
시그,5,0,5,100.0,0.0
고고씽,0,5,5,0.0,100.0
순수,5,0,5,100.0,0.0
순부,5,0,5,100.0,0.0
고원,0,5,5,0.0,100.0
고자,0,5,5,0.0,100.0
수채화,5,0,5,100.0,0.0
골목,0,5,5,0.0,100.0
견적,0,5,5,0.0,100.0
거울,0,5,5,0.0,100.0
가야금,0,5,5,0.0,100.0
감영,0,5,5,0.0,100.0
가옥,0,5,5,0.0,100.0
신평동,5,0,5,100.0,0.0
가즈,0,5,5,0.0,100.0
각종,0,5,5,0.0,100.0
간식,0,5,5,0.0,100.0
간장,0,5,5,0.0,100.0
신청,5,0,5,100.0,0.0
강원도,0,5,5,0.0,100.0
시기,5,0,5,100.0,0.0
강점기,0,5,5,0.0,100.0
강추,0,5,5,0.0,100.0
시티투어,5,0,5,100.0,0.0
개국,0,5,5,0.0,100.0
시외,5,0,5,100.0,0.0
개장,0,5,5,0.0,100.0
개최,0,5,5,0.0,100.0
예쁘다,5,0,5,100.0,0.0
피로,5,0,5,100.0,0.0
수상,5,0,5,100.0,0.0
전시관,5,0,5,100.0,0.0
진행,5,0,5,100.0,0.0
집사람,5,0,5,100.0,0.0
정화,5,0,5,100.0,0.0
정글,5,0,5,100.0,0.0
척사,5,0,5,100.0,0.0
전향,5,0,5,100.0,0.0
전작,5,0,5,100.0,0.0
체인,5,0,5,100.0,0.0
지적,5,0,5,100.0,0.0
전경,5,0,5,100.0,0.0
초등,5,0,5,100.0,0.0
장맛비,5,0,5,100.0,0.0
자전거,5,0,5,100.0,0.0
출간,5,0,5,100.0,0.0
출입문,5,0,5,100.0,0.0
출장,5,0,5,100.0,0.0
진입,5,0,5,100.0,0.0
제격,5,0,5,100.0,0.0
자연사,5,0,5,100.0,0.0
중심지,5,0,5,100.0,0.0
좌우,5,0,5,100.0,0.0
주제,5,0,5,100.0,0.0
종류,5,0,5,100.0,0.0
종료,5,0,5,100.0,0.0
조식,5,0,5,100.0,0.0
중교,5,0,5,100.0,0.0
중순,5,0,5,100.0,0.0
중학교,5,0,5,100.0,0.0
지이,5,0,5,100.0,0.0
쥬얼,5,0,5,100.0,0.0
조상,5,0,5,100.0,0.0
조광민,5,0,5,100.0,0.0
제휴,5,0,5,100.0,0.0
제주도,5,0,5,100.0,0.0
제육,5,0,5,100.0,0.0
제공,5,0,5,100.0,0.0
취향,5,0,5,100.0,0.0
친절,5,0,5,100.0,0.0
피날레,5,0,5,100.0,0.0
패밀리,5,0,5,100.0,0.0
특징,5,0,5,100.0,0.0
티비,5,0,5,100.0,0.0
티켓,5,0,5,100.0,0.0
유적,5,0,5,100.0,0.0
파전,5,0,5,100.0,0.0
유익,5,0,5,100.0,0.0
판다,5,0,5,100.0,0.0
평가,5,0,5,100.0,0.0
육수,5,0,5,100.0,0.0
평온,5,0,5,100.0,0.0
월산,5,0,5,100.0,0.0
워시,5,0,5,100.0,0.0
요기,5,0,5,100.0,0.0
포석정,5,0,5,100.0,0.0
와이프,5,0,5,100.0,0.0
옥천사,5,0,5,100.0,0.0
유혹,5,0,5,100.0,0.0
육월,5,0,5,100.0,0.0
칠불암,5,0,5,100.0,0.0
크리스마스,5,0,5,100.0,0.0
자료,5,0,5,100.0,0.0
자녀,5,0,5,100.0,0.0
입맛,5,0,5,100.0,0.0
컨트리클럽,5,0,5,100.0,0.0
케이트,5,0,5,100.0,0.0
입력,5,0,5,100.0,0.0
일전,5,0,5,100.0,0.0
타워,5,0,5,100.0,0.0
이동,5,0,5,100.0,0.0
타임캡슐,5,0,5,100.0,0.0
탁주,5,0,5,100.0,0.0
인테리어,5,0,5,100.0,0.0
탐방기,5,0,5,100.0,0.0
인기,5,0,5,100.0,0.0
이후,5,0,5,100.0,0.0
이동은,5,0,5,100.0,0.0
골프,0,5,5,0.0,100.0
각지,0,5,5,0.0,100.0
흔적,0,5,5,0.0,100.0
농악,0,5,5,0.0,100.0
달고나,0,5,5,0.0,100.0
리스트,0,5,5,0.0,100.0
리저,0,5,5,0.0,100.0
생필품,5,0,5,100.0,0.0
마루,0,5,5,0.0,100.0
다가산,0,5,5,0.0,100.0
다가,0,5,5,0.0,100.0
샴푸,5,0,5,100.0,0.0
서나,5,0,5,100.0,0.0
마약,0,5,5,0.0,100.0
마전,0,5,5,0.0,100.0
불국사역,5,0,5,100.0,0.0
만단,0,5,5,0.0,100.0
농촌,0,5,5,0.0,100.0
매거진,0,5,5,0.0,100.0
기악,0,5,5,0.0,100.0
네오,0,5,5,0.0,100.0
서라벌,5,0,5,100.0,0.0
석가탑,5,0,5,100.0,0.0
매립장,0,5,5,0.0,100.0
남노,0,5,5,0.0,100.0
석탑,5,0,5,100.0,0.0
사정,5,0,5,100.0,0.0
선사,5,0,5,100.0,0.0
끝자락,0,5,5,0.0,100.0
섭렵,5,0,5,100.0,0.0
성동,5,0,5,100.0,0.0
꼬까,0,5,5,0.0,100.0
성지,5,0,5,100.0,0.0
성터,5,0,5,100.0,0.0
수단,5,0,5,100.0,0.0
리뷰,0,5,5,0.0,100.0
달맞이,0,5,5,0.0,100.0
당과,0,5,5,0.0,100.0
사전,5,0,5,100.0,0.0
사진가,5,0,5,100.0,0.0
산내,5,0,5,100.0,0.0
산사,5,0,5,100.0,0.0
사실,5,0,5,100.0,0.0
동문,0,5,5,0.0,100.0
된장찌개,0,5,5,0.0,100.0
산송,5,0,5,100.0,0.0
삼국,5,0,5,100.0,0.0
삼층석탑,5,0,5,100.0,0.0
도로변,0,5,5,0.0,100.0
도로공원,0,5,5,0.0,100.0
비향,5,0,5,100.0,0.0
도로공사,0,5,5,0.0,100.0
데프콘,0,5,5,0.0,100.0
비빔,5,0,5,100.0,0.0
데크,0,5,5,0.0,100.0
덕진구,0,5,5,0.0,100.0
상춘객,5,0,5,100.0,0.0
로컬,0,5,5,0.0,100.0
비뉴,5,0,5,100.0,0.0
대형,0,5,5,0.0,100.0
상호,5,0,5,100.0,0.0
대여,0,5,5,0.0,100.0
새벽,5,0,5,100.0,0.0
새송이,5,0,5,100.0,0.0
르윈,0,5,5,0.0,100.0
대국,0,5,5,0.0,100.0
당시,0,5,5,0.0,100.0
북군동,5,0,5,100.0,0.0
불고기,5,0,5,100.0,0.0
기린,0,5,5,0.0,100.0
구경거리,0,5,5,0.0,100.0
소나무,5,0,5,100.0,0.0
부지,5,0,5,100.0,0.0
소인,5,0,5,100.0,0.0
군것질,0,5,5,0.0,100.0
국립,0,5,5,0.0,100.0
구입,0,5,5,0.0,100.0
소장,5,0,5,100.0,0.0
송이,5,0,5,100.0,0.0
구이면,0,5,5,0.0,100.0
공존,0,5,5,0.0,100.0
봄꽃,5,0,5,100.0,0.0
송국영,5,0,5,100.0,0.0
권유,0,5,5,0.0,100.0
명고,0,5,5,0.0,100.0
관계자,0,5,5,0.0,100.0
교지,0,5,5,0.0,100.0
교등,0,5,5,0.0,100.0
소재지,5,0,5,100.0,0.0
광화문,0,5,5,0.0,100.0
손님,5,0,5,100.0,0.0
솔거,5,0,5,100.0,0.0
명당,0,5,5,0.0,100.0
관광,0,5,5,0.0,100.0
관광객,0,5,5,0.0,100.0
궁도,0,5,5,0.0,100.0
명단,0,5,5,0.0,100.0
보문관광단지,5,0,5,100.0,0.0
수고,5,0,5,100.0,0.0
금암동,0,5,5,0.0,100.0
그릇,0,5,5,0.0,100.0
그대,0,5,5,0.0,100.0
글로벌,0,5,5,0.0,100.0
공신,0,5,5,0.0,100.0
근대,0,5,5,0.0,100.0
기독교,0,5,5,0.0,100.0
송진주,5,0,5,100.0,0.0
세상,5,0,5,100.0,0.0
글자,0,5,5,0.0,100.0
누리,4,0,4,100.0,0.0
주택,0,4,4,0.0,100.0
얼음,4,0,4,100.0,0.0
돌고래,4,0,4,100.0,0.0
음악,0,4,4,0.0,100.0
창고,4,0,4,100.0,0.0
기지,0,4,4,0.0,100.0
갤러리,0,4,4,0.0,100.0
벅스,4,0,4,100.0,0.0
일종,4,0,4,100.0,0.0
장생포,4,0,4,100.0,0.0
안압,4,0,4,100.0,0.0
고풍,0,4,4,0.0,100.0
아카,0,4,4,0.0,100.0
사업,0,4,4,0.0,100.0
성호,4,0,4,100.0,0.0
관점,4,0,4,100.0,0.0
로앤,0,4,4,0.0,100.0
수산,0,4,4,0.0,100.0
리조트,4,0,4,100.0,0.0
화창,0,4,4,0.0,100.0
임대,0,4,4,0.0,100.0
가터,0,4,4,0.0,100.0
여유,0,4,4,0.0,100.0
한식재단,0,4,4,0.0,100.0
한식당,0,4,4,0.0,100.0
모주,0,4,4,0.0,100.0
기라,4,0,4,100.0,0.0
농림,0,4,4,0.0,100.0
한국인,0,4,4,0.0,100.0
선정,0,4,4,0.0,100.0
특구,4,0,4,100.0,0.0
혼불,0,4,4,0.0,100.0
고구마,0,4,4,0.0,100.0
영조,4,0,4,100.0,0.0
감자탕,0,4,4,0.0,100.0
한참,0,4,4,0.0,100.0
형성,4,0,4,100.0,0.0
고속버스,0,4,4,0.0,100.0
핸드폰,0,4,4,0.0,100.0
가요,4,0,4,100.0,0.0
돌핀,3,0,3,100.0,0.0
고민,0,3,3,0.0,100.0
레스토랑,0,3,3,0.0,100.0
후식,0,3,3,0.0,100.0
또순이,0,3,3,0.0,100.0
구매,3,0,3,100.0,0.0
특보,3,0,3,100.0,0.0
구황동,3,0,3,100.0,0.0
분황,3,0,3,100.0,0.0
호기심,3,0,3,100.0,0.0
메뉴,0,3,3,0.0,100.0
햇빛,3,0,3,100.0,0.0
기온,3,0,3,100.0,0.0
감사,3,0,3,100.0,0.0
상태,3,0,3,100.0,0.0
농가,0,3,3,0.0,100.0
폭염,3,0,3,100.0,0.0
스토어,3,0,3,100.0,0.0
보급,0,2,2,0.0,100.0
장소라,2,0,2,100.0,0.0
혁신,0,2,2,0.0,100.0
휴강,0,2,2,0.0,100.0
헬스,0,2,2,0.0,100.0
허기,0,2,2,0.0,100.0
해결,0,2,2,0.0,100.0
번지,0,2,2,0.0,100.0
문필가,0,2,2,0.0,100.0
천문,2,0,2,100.0,0.0
평일,0,2,2,0.0,100.0
라미,0,2,2,0.0,100.0
품바,0,2,2,0.0,100.0
한곳,0,2,2,0.0,100.0
메뉴판,0,2,2,0.0,100.0
본점,0,2,2,0.0,100.0
양질,0,2,2,0.0,100.0
봄날,0,2,2,0.0,100.0
나무숲,0,2,2,0.0,100.0
관측대,2,0,2,100.0,0.0
요금표,2,0,2,100.0,0.0
주공,0,2,2,0.0,100.0
정감,0,2,2,0.0,100.0
네이버,0,2,2,0.0,100.0
기상,2,0,2,100.0,0.0
해오름,2,0,2,100.0,0.0
냉장고,0,2,2,0.0,100.0
수다,0,2,2,0.0,100.0
순회,0,2,2,0.0,100.0
지도,0,2,2,0.0,100.0
김영아,0,2,2,0.0,100.0
규모,0,2,2,0.0,100.0
우등,0,2,2,0.0,100.0
쓰레기통,0,2,2,0.0,100.0
옷걸이,0,2,2,0.0,100.0
시니어,2,0,2,100.0,0.0
아파트,0,2,2,0.0,100.0
예술단,0,2,2,0.0,100.0
야심,0,2,2,0.0,100.0
생가,0,2,2,0.0,100.0
선무,0,2,2,0.0,100.0
대문,0,2,2,0.0,100.0
더위,0,2,2,0.0,100.0
부산,0,2,2,0.0,100.0
클럽,2,0,2,100.0,0.0
인왕동,2,0,2,100.0,0.0
관람료,2,0,2,100.0,0.0
뽐뿌,0,2,2,0.0,100.0
차미,0,2,2,0.0,100.0
주민,0,2,2,0.0,100.0
샛길,1,0,1,100.0,0.0
방기,1,0,1,100.0,0.0
지난주,1,0,1,100.0,0.0
인근,0,1,1,0.0,100.0
안목,1,0,1,100.0,0.0
판매,0,1,1,0.0,100.0
과언,1,0,1,100.0,0.0
시점,0,1,1,0.0,100.0
식감,0,1,1,0.0,100.0
공유,1,0,1,100.0,0.0
신기,1,0,1,100.0,0.0
루틴,1,0,1,100.0,0.0
대절,1,0,1,100.0,0.0
일박,1,0,1,100.0,0.0
치맥,1,0,1,100.0,0.0
점인,1,0,1,100.0,0.0
쿠쿠,0,1,1,0.0,100.0
일반인,1,0,1,100.0,0.0
역시,0,1,1,0.0,100.0
리도,0,1,1,0.0,100.0
약술,0,1,1,0.0,100.0
인도,1,0,1,100.0,0.0
매미,1,0,1,100.0,0.0
이웃,1,0,1,100.0,0.0
한수,1,0,1,100.0,0.0
다양,0,1,1,0.0,100.0
정성,0,1,1,0.0,100.0
붕붕이,1,0,1,100.0,0.0
골목길,1,0,1,100.0,0.0
정동,0,1,1,0.0,100.0
정답,1,0,1,100.0,0.0
귀뚜라미,1,0,1,100.0,0.0
지옥,1,0,1,100.0,0.0
풍요,1,0,1,100.0,0.0
왼쪽,1,0,1,100.0,0.0
저저,1,0,1,100.0,0.0
사상,0,1,1,0.0,100.0
계절,1,0,1,100.0,0.0
연잎,1,0,1,100.0,0.0
간기,1,0,1,100.0,0.0
전문가,1,0,1,100.0,0.0
엔비,1,0,1,100.0,0.0
지로나,1,0,1,100.0,0.0
자체,0,1,1,0.0,100.0
